Having IP-1 address2,URL Length3,URL Shortening service4,Having @ symbol,Having double slash6,Having dash symbol(Prefix Suffix)7,Having multiple subdomains,Domain Registration Length9,Favicon10,Request URL12,Age of Domain19,Web Traffic21,target
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,-1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,-1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,-1,0,1,Normal 1
IP-1,len_more_7len_bet_55_70,shortened -1,NA 1,having // -1,DashInDomain -1,2 DOT 0,1,1,-1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,Having @ -1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Phishing -1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,-1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,-1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,-1,1,0,1,Normal 1
IP-1,len_more_7len_bet_55_70,shortened -1,NA 1,having // -1,DashInDomain -1,1 DOT 1,1,-1,-1,1,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,-1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Normal 1
IP-1,len_less_54,shortened -1,NA 1,having // -1,DashInDomain -1,2 DOT 0,1,-1,-1,1,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,>3 DOT -1,-1,-1,1,0,1,Normal 1
IP-1,len_more_7len_bet_55_70,shortened -1,NA 1,having // -1,NA 1,1 DOT 1,1,1,-1,1,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,Having @ -1,NA 1,DashInDomain -1,2 DOT 0,-1,1,-1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,-1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Phishing -1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Phishing -1
IP-1,len_less_54,shortened -1,NA 1,having // -1,DashInDomain -1,>3 DOT -1,-1,1,-1,1,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,-1,0,1,Phishing -1
IP-1,len_more_7len_bet_55_70,shortened -1,NA 1,having // -1,DashInDomain -1,2 DOT 0,-1,1,-1,1,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,>3 DOT -1,1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,-1,1,0,-1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,-1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,-1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,2 DOT 0,-1,-1,-1,0,-1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,Having @ -1,NA 1,NA 1,1 DOT 1,-1,1,1,0,1,Normal 1
IP-1,len_less_54,shortened -1,NA 1,having // -1,NA 1,2 DOT 0,-1,1,-1,1,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Phishing -1
IP-1,len_less_54,shortened -1,NA 1,having // -1,NA 1,1 DOT 1,-1,1,-1,1,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,1,1,1,0,1,Normal 1
IP-1,len_less_54,shortened -1,NA 1,having // -1,NA 1,1 DOT 1,-1,1,-1,1,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,Having @ -1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,Having @ -1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,-1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,Having @ -1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Normal 1
IP-1,len_less_54,shortened -1,NA 1,having // -1,NA 1,2 DOT 0,-1,1,-1,1,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,>3 DOT -1,1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,-1,1,0,-1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Phishing -1
NA 1,len_less_54,Normal 1,Having @ -1,NA 1,NA 1,>3 DOT -1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,-1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,Having @ -1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,-1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Phishing -1
IP-1,len_more_7len_bet_55_70,shortened -1,NA 1,having // -1,DashInDomain -1,>3 DOT -1,1,1,-1,1,1,Normal 1
IP-1,len_less_54,shortened -1,NA 1,having // -1,NA 1,2 DOT 0,-1,-1,-1,1,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
IP-1,len_more_7len_bet_55_70,shortened -1,NA 1,having // -1,DashInDomain -1,2 DOT 0,-1,1,-1,1,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,>3 DOT -1,1,1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Phishing -1
IP-1,len_less_54,shortened -1,NA 1,having // -1,DashInDomain -1,2 DOT 0,-1,1,-1,1,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Phishing -1
NA 1,len_less_54,Normal 1,Having @ -1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,-1,1,0,1,Normal 1
IP-1,len_more_7len_bet_55_70,shortened -1,NA 1,having // -1,DashInDomain -1,2 DOT 0,1,1,-1,1,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,>3 DOT -1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,Having @ -1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Phishing -1
IP-1,len_less_54,shortened -1,NA 1,having // -1,DashInDomain -1,1 DOT 1,-1,1,-1,1,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,-1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,-1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,1 DOT 1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,-1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,-1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,Having @ -1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
IP-1,len_more_7len_bet_55_70,shortened -1,NA 1,having // -1,DashInDomain -1,>3 DOT -1,-1,1,-1,1,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,-1,1,0,1,Normal 1
IP-1,len_more_7len_bet_55_70,shortened -1,NA 1,having // -1,DashInDomain -1,>3 DOT -1,-1,-1,-1,1,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,1 DOT 1,1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,Having @ -1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Phishing -1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,1 DOT 1,-1,1,1,0,1,Normal 1
IP-1,len_more_7len_bet_55_70,shortened -1,NA 1,having // -1,DashInDomain -1,2 DOT 0,1,-1,-1,1,1,Phishing -1
IP-1,len_more_7len_bet_55_70,shortened -1,NA 1,having // -1,NA 1,1 DOT 1,-1,1,-1,1,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,-1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Phishing -1
IP-1,len_more_7len_bet_55_70,shortened -1,NA 1,having // -1,DashInDomain -1,>3 DOT -1,1,1,-1,1,1,Normal 1
IP-1,len_less_54,shortened -1,NA 1,having // -1,DashInDomain -1,2 DOT 0,-1,1,-1,1,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,-1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
IP-1,len_less_54,shortened -1,NA 1,having // -1,DashInDomain -1,2 DOT 0,-1,1,-1,1,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,1,1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,-1,1,0,1,Phishing -1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,>3 DOT -1,1,-1,1,0,1,Normal 1
NA 1,len_less_54,Normal 1,NA 1,NA 1,DashInDomain -1,1 DOT 1,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,NA 1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,>3 DOT -1,-1,-1,1,0,1,Normal 1
NA 1,len_more_7len_bet_55_70,Normal 1,NA 1,NA 1,DashInDomain -1,2 DOT 0,-1,1,1,0,1,Normal 1
